MUNICIPALIDAD,DEPARTAMENTO,ZONA GEOGRAFICA,POBLACION,PIA,PIM,AVANCE %,DEVENGADO
050409-301850: MUNICIPALIDAD DISTRITAL DE CANAYRE,AYACUCHO,DISTRITO,4384,0,"322,716",47.90,"154,428"
200806-301592: MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR,PIURA,DISTRITO,3141,"45,000","437,673",47.00,"205,777"
020509-300118: MUNICIPALIDAD DISTRITAL DE HUASTA,ANCASH,DISTRITO,1341,0,"484,907",46.40,"225,185"
030601-300309: MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC,PROVINCIA,46544,0,"45,161",44.20,"19,976"
040414-300394: MUNICIPALIDAD DISTRITAL DE VIRACO,AREQUIPA,DISTRITO,1513,0,"124,326",43.70,"54,350"
040206-300365: MUNICIPALIDAD DISTRITAL DE OCOÑA,AREQUIPA,DISTRITO,4040,0,"279,861",43.20,"120,806"
120708-301105: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS,JUNIN,DISTRITO,3314,0,"171,164",42.00,"71,970"
200703-301583: MUNICIPALIDAD DISTRITAL DE LA BREA,PIURA,DISTRITO,12486,"650,702","52,685",41.80,"22,000"
030215-300274: MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO,APURIMAC,DISTRITO,8570,"178,698","998,560",40.80,"407,019"
090118-301831: MUNICIPALIDAD DISTRITAL ASCENSION,HUANCAVELICA,DISTRITO,18965,0,"362,268",38.10,"137,991"
030714-300330: MUNICIPALIDAD DISTRITAL DE CURASCO,APURIMAC,DISTRITO,1241,0,"621,581",37.20,"231,270"
040413-300393: MUNICIPALIDAD DISTRITAL DE URACA,AREQUIPA,DISTRITO,6590,0,"944,110",36.30,"342,635"
151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS,LIMA,PROVINCIA,1276,"90,000","609,576",35.30,"215,131"
210703-301655: MUNICIPALIDAD DISTRITAL DE CALAPUJA,PUNO,DISTRITO,1755,0,"936,584",33.60,"314,463"
050705-300504: MUNICIPALIDAD DISTRITAL DE PULLO,AYACUCHO,DISTRITO,7191,0,"674,473",32.90,"221,902"
130401-301154: MUNICIPALIDAD PROVINCIAL DE CHEPEN,LA LIBERTAD,PROVINCIA,48917,"27,000","270,838",32.30,"87,600"
050605-300483: MUNICIPALIDAD DISTRITAL DE CHAVIÑA,AYACUCHO,DISTRITO,2296,0,"823,391",31.20,"257,175"
210901-301672: MUNICIPALIDAD PROVINCIAL DE MOHO,PUNO,PROVINCIA,19190,"24,000","481,848",30.60,"147,427"
020112-300096: MUNICIPALIDAD DISTRITAL DE TARICA,ANCASH,DISTRITO,7529,0,"943,443",29.10,"274,525"
200805-301591: MUNICIPALIDAD DISTRITAL DE VICE,PIURA,DISTRITO,17732,"271,119","473,410",28.90,"136,585"
090709-300876: MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,HUANCAVELICA,DISTRITO,3052,"350,000","635,010",28.80,"183,134"
230111-301869: MUNICIPALIDAD DISTRITAL DE LA YARADA LOS PALOS,TACNA,DISTRITO,6726,0,"923,457",27.70,"256,204"
080917-301895: MUNICIPALIDAD DISTRITAL DE MANITEA,CUSCO ,DISTRITO,9750,0,"864,000",25.80,"222,877"
10401-300990: MUNICIPALIDAD PROVINCIAL DE PALPA,ICA,PROVINCIA,8772,0,"606,523",25.40,"154,189"
120607-301096: MUNICIPALIDAD DISTRITAL DE RIO NEGRO,JUNIN,DISTRITO,34427,"3,000","276,000",25.40,"70,170"
130705-301175: MUNICIPALIDAD DISTRITAL DE SAN JOSE,LA LIBERTAD,DISTRITO,12718,"330,416","112,065",24.10,"27,000"
140118-301229: MUNICIPALIDAD DISTRITAL DE POMALCA,LAMBAYEQUE,DISTRITO,27016,"58,708","485,081",22.70,"110,230"
160108-301429: MUNICIPALIDAD DISTRITAL DE PUNCHANA,LORETO,DISTRITO,93391,"70,463","40,443",22.30,"9,000"
110102-300961: MUNICIPALIDAD DISTRITAL DE TINGUIÑA,ICA,DISTRITO,46164,"415,000","190,695",21.80,"41,500"
021002-300151: MUNICIPALIDAD DISTRITAL DE ANRA,ANCASH,DISTRITO,1414,0,"585,662",17.90,"104,733"
230108-301785: MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA,DISTRITO,19415,"247,799","393,501",15.10,"59,416"
081206-300778: MUNICIPALIDAD DISTRITAL DE CUSIPATA,CUSCO ,DISTRITO,4661,"62,000","830,411",12.40,"102,910"
200507-301572: MUNICIPALIDAD DISTRITAL DE VICHAYAL,PIURA,DISTRITO,5622,"300,000","559,455",11.30,"63,223"
100803-300939: MUNICIPALIDAD DISTRITAL DE MOLINO,HUANUCO,DISTRITO,10912,"17,000","224,083",8.90,"20,000"
130601-301161: MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD,PROVINCIA,26830,"360,000","375,605",7.90,"29,700"
160106-301427: MUNICIPALIDAD DISTRITAL DE MAZAN,LORETO,DISTRITO,13936,0,"335,656",7.90,"26,500"
130109-301135: MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD,DISTRITO,22717,"477,841","324,188",7.60,"24,630"
150203-301296: MUNICIPALIDAD DISTRITAL DE PATIVILCA,LIMA,DISTRITO,17941,"31,615","415,999",7.30,"30,458"
240201-301810: MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,TUMBES,PROVINCIA,24127,"810,691","454,341",7.20,"32,500"
050303-300462: MUNICIPALIDAD DISTRITAL DE SACSAMARCA,AYACUCHO,DISTRITO,1308,0,"821,978",6.30,"51,978"
240102-301805: MUNICIPALIDAD DISTRITAL DE CORRALES,TUMBES,DISTRITO,25679,"359,000","134,730",6.00,"8,045"
130305-301152: MUNICIPALIDAD DISTRITAL DE UCHUMARCA,LA LIBERTAD,DISTRITO,2396,0,"639,757",5.40,"34,650"
020609-300133: MUNICIPALIDAD DISTRITAL DE SHILLA,ANCASH,DISTRITO,2915,0,"541,070",5.10,"27,740"
060301-300566: MUNICIPALIDAD PROVINCIAL DE CELENDIN,CAJAMARCA,PROVINCIA,29097,0,"364,742",4.60,"16,770"
010310-300037: MUNICIPALIDAD DISTRITAL DE SHIPASBAMBA,AMAZONAS,DISTRITO,1678,0,"542,994",3.80,"20,600"
060103-300551: MUNICIPALIDAD DISTRITAL DE CHETILLA,CAJAMARCA,DISTRITO,3863,0,"938,311",1.50,"14,446"
040106-300336: MUNICIPALIDAD DISTRITAL DE CHIGUATA,AREQUIPA,DISTRITO,3112,"8,800","843,134",1.40,"12,000"
021604-300213: MUNICIPALIDAD DISTRITAL DE QUINUABAMBA,ANCASH,DISTRITO,2322,"106,000","928,146",0.00,0
040105-300335: MUNICIPALIDAD DISTRITAL DE CHARACATO,AREQUIPA,DISTRITO,16263,"171,000","479,601",0.00,0
060415-300592: MUNICIPALIDAD DISTRITAL DE QUEROCOTO,CAJAMARCA,DISTRITO,8826,0,"800,624",0.00,0
060605-300609: MUNICIPALIDAD DISTRITAL DE LA RAMADA,CAJAMARCA,DISTRITO,3977,0,"618,772",0.00,0
110508-301002: MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA,ICA,DISTRITO,19628,"362,800","332,800",0.00,0
150118-301267: MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),LIMA,DISTRITO,283231,"24,320",0,0.00,0
150131-301280: MUNICIPALIDAD DISTRITAL DE SAN ISIDRO,LIMA,DISTRITO,67703,"10,000","63,000",0.00,0
150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL,LIMA,PROVINCIA,105011,"102,884",0,0.00,0
200603-301575: MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO,PIURA,DISTRITO,20208,"30,000","101,860",0.00,0
240105-301808: MUNICIPALIDAD DISTRITAL DE SAN JACINTO,TUMBES,DISTRITO,9035,0,"877,510",0.00,0
030408-300293: MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA,APURIMAC,DISTRITO,723,0,"32,766",72.80,"23,846"
050809-300516: MUNICIPALIDAD DISTRITAL DE SAN JOSE DE USHUA,AYACUCHO,DISTRITO,247,"5,000","4,500",71.10,"3,200"
151024-301412: MUNICIPALIDAD DISTRITAL DE QUINCHES,LIMA,DISTRITO,562,0,"25,000",70.00,"17,510"
010304-300031: MUNICIPALIDAD DISTRITAL DE COROSHA,AMAZONAS,DISTRITO,825,0,"43,031",68.90,"29,650"
021402-300190: MUNICIPALIDAD DISTRITAL DE ACAS,ANCASH,DISTRITO,676,0,"60,713",65.90,"40,003"
190303-301524: MUNICIPALIDAD DISTRITAL DE HUANCABAMBA,PASCO,DISTRITO,4746,0,"15,000",60.00,"9,000"
110402-300991: MUNICIPALIDAD DISTRITAL DE LLIPATA,ICA,DISTRITO,1765,"33,000","57,323",58.90,"33,750"
130613-301169: MUNICIPALIDAD DISTRITAL DE SINSICAP,LA LIBERTAD,DISTRITO,7543,"100,000","32,041",58.00,"18,590"
120408-301059: MUNICIPALIDAD DISTRITAL DE HUAMALI,JUNIN,DISTRITO,1659,0,"40,905",57.90,"23,695"
061110-300658: MUNICIPALIDAD DISTRITAL DE SAN GREGORIO,CAJAMARCA,DISTRITO,2274,0,"88,101",56.80,"49,998"
050803-300510: MUNICIPALIDAD DISTRITAL DE CORCULLA,AYACUCHO,DISTRITO,445,"35,500","271,599",56.40,"153,272"
090609-300860: MUNICIPALIDAD DISTRITAL DE QUITO ARMA,HUANCAVELICA,DISTRITO,718,0,"336,407",55.70,"187,536"
130605-301164: MUNICIPALIDAD DISTRITAL DE HUARANCHAL,LA LIBERTAD,DISTRITO,4122,0,"91,488",51.60,"47,186"
110202-300975: MUNICIPALIDAD DISTRITAL DE ALTO LARAN,ICA,DISTRITO,8891,0,"68,851",51.10,"35,198"
040409-300389: MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,AREQUIPA,DISTRITO,8557,"19,200","14,000",50.00,"7,000"
080912-301858: MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,CUSCO ,DISTRITO,2391,0,"35,000",50.00,"17,500"
100702-300935: MUNICIPALIDAD DISTRITAL DE CHOLON,HUANUCO,DISTRITO,5629,0,"50,000",50.00,"25,000"
120504-301089: MUNICIPALIDAD DISTRITAL DE ULCUMAYO,JUNIN,DISTRITO,3890,0,"20,000",50.00,"10,000"
040403-300383: MUNICIPALIDAD DISTRITAL DE AYO,AREQUIPA,DISTRITO,230,0,"487,831",49.50,"241,674"
110105-300964: MUNICIPALIDAD DISTRITAL DE PACHACUTEC,ICA,DISTRITO,8284,0,"54,867",49.00,"26,908"
230107-301784: MUNICIPALIDAD DISTRITAL DE PALCA,TACNA,DISTRITO,2232,"450,000","40,090",47.40,"19,000"
051106-300546: MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,AYACUCHO,DISTRITO,1095,0,"74,655",47.10,"35,180"
061304-300669: MUNICIPALIDAD DISTRITAL DE CHANCAYBAÑOS,CAJAMARCA,DISTRITO,3468,"80,000","53,139",47.10,"25,038"
100602-300928: MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES,HUANUCO,DISTRITO,6880,"6,500","72,330",45.60,"33,000"
090714-300880: MUNICIPALIDAD DISTRITAL DE SALCABAMBA,HUANCAVELICA,DISTRITO,4005,"9,644","99,485",45.20,"44,940"
080905-300752: MUNICIPALIDAD DISTRITAL DE OCOBAMBA,CUSCO ,DISTRITO,5985,0,"48,820",45.00,"21,992"
120210-301040: MUNICIPALIDAD DISTRITAL DE MATAHUASI,JUNIN,DISTRITO,6318,"80,000","96,556",44.70,"43,185"
230202-301788: MUNICIPALIDAD DISTRITAL DE CAIRANI,TACNA,DISTRITO,970,0,"106,856",43.90,"46,856"
110503-300997: MUNICIPALIDAD DISTRITAL DE HUMAY,ICA,DISTRITO,5846,0,"331,255",40.50,"134,133"
050504-300474: MUNICIPALIDAD DISTRITAL DE CHILCAS,AYACUCHO,DISTRITO,1558,0,"300,000",38.20,"114,631"
021909-300241: MUNICIPALIDAD DISTRITAL DE SAN JUAN,ANCASH,DISTRITO,6914,0,"353,441",36.00,"127,232"
040506-300400: MUNICIPALIDAD DISTRITAL DE COPORAQUE,AREQUIPA,DISTRITO,1126,"158,148","351,348",35.30,"124,159"
021401-300189: MUNICIPALIDAD PROVINCIAL DE OCROS,ANCASH,PROVINCIA,7224,"200,000","200,000",34.20,"68,379"
022008-300250: MUNICIPALIDAD DISTRITAL DE YANAMA,ANCASH,DISTRITO,5361,0,"121,000",33.90,"41,000"
021304-300184: MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO,ANCASH,DISTRITO,1993,"219,465","435,384",33.80,"147,160"
120808-301115: MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO,JUNIN,DISTRITO,8618,"56,200","445,726",31.50,"140,590"
060414-300591: MUNICIPALIDAD DISTRITAL DE PION,CAJAMARCA,DISTRITO,1222,0,"144,367",30.10,"43,525"
120208-301038: MUNICIPALIDAD DISTRITAL DE MANZANARES,JUNIN,DISTRITO,1532,0,"227,200",28.40,"64,540"
040806-300434: MUNICIPALIDAD DISTRITAL DE PUYCA,AREQUIPA,DISTRITO,2346,"100,000","264,731",28.30,"74,825"
110114-300973: MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,ICA,DISTRITO,1260,0,"331,454",28.10,"93,244"
210805-301667: MUNICIPALIDAD DISTRITAL DE MACARI,PUNO,DISTRITO,7268,0,"358,284",26.20,"93,782"
150124-301273: MUNICIPALIDAD DISTRITAL DE PUCUSANA,LIMA,DISTRITO,16615,"123,762","15,688",25.50,"4,000"
060501-300597: MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,CAJAMARCA,PROVINCIA,29357,0,"8,611",24.90,"2,145"
050402-300465: MUNICIPALIDAD DISTRITAL DE AYAHUANCO,AYACUCHO,DISTRITO,1072,0,"323,818",23.70,"76,687"
010512-300054: MUNICIPALIDAD DISTRITAL DE OCALLI,AMAZONAS,DISTRITO,3950,0,"138,989",23.60,"32,835"
150806-301376: MUNICIPALIDAD DISTRITAL DE HUAURA,LIMA,DISTRITO,36259,"110,500","89,700",23.20,"20,793"
220909-301767: MUNICIPALIDAD DISTRITAL DE LA BANDA DE SHILCAYO,SAN MARTIN,DISTRITO,49359,"37,000","2,600",23.10,600
130203-301142: MUNICIPALIDAD DISTRITAL DE CHOCOPE,LA LIBERTAD,DISTRITO,9807,0,"247,116",22.30,"55,062"
210705-301657: MUNICIPALIDAD DISTRITAL DE OCUVIRI,PUNO,DISTRITO,2376,"20,000","146,414",22.00,"32,214"
061101-300649: MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL,CAJAMARCA,PROVINCIA,14036,0,"21,940",21.00,"4,618"
150811-301381: MUNICIPALIDAD DISTRITAL DE SAYAN,LIMA,DISTRITO,24378,"19,456","49,456",20.20,"10,000"
150205-301298: MUNICIPALIDAD DISTRITAL DE SUPE PUERTO,LIMA,DISTRITO,13525,"16,000","10,336",18.70,"1,932"
030607-300315: MUNICIPALIDAD DISTRITAL DE URANMARCA,APURIMAC,DISTRITO,2765,"25,000","405,000",18.40,"74,703"
080915-301893: MUNICIPALIDAD DISTRITAL DE KUMPIRUSHIATO,CUSCO ,DISTRITO,16590,0,"38,000",18.40,"7,000"
021902-300234: MUNICIPALIDAD DISTRITAL DE ACOBAMBA,ANCASH,DISTRITO,1647,0,"134,225",17.70,"23,800"
200608-301580: MUNICIPALIDAD DISTRITAL DE SALITRAL,PIURA,DISTRITO,7047,"50,000","176,518",15.70,"27,700"
180210-301496: MUNICIPALIDAD DISTRITAL DE UBINAS,MOQUEGUA,DISTRITO,1741,"148,275","436,163",14.80,"64,609"
020302-300103: MUNICIPALIDAD DISTRITAL DE ACZO,ANCASH,DISTRITO,1958,0,"250,418",14.30,"35,800"
040203-300362: MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL,AREQUIPA,DISTRITO,8448,0,"456,390",13.80,"62,968"
021508-300206: MUNICIPALIDAD DISTRITAL DE PALLASCA,ANCASH,DISTRITO,2517,0,"374,464",13.60,"51,109"
110108-300967: MUNICIPALIDAD DISTRITAL DE SALAS,ICA,DISTRITO,30467,"110,000","100,000",13.30,"13,255"
200110-301535: MUNICIPALIDAD DISTRITAL DE LA UNION,PIURA,DISTRITO,41742,"10,000","93,699",12.30,"11,500"
081103-300769: MUNICIPALIDAD DISTRITAL DE CHALLABAMBA,CUSCO ,DISTRITO,9421,0,"144,200",11.90,"17,200"
131104-301208: MUNICIPALIDAD DISTRITAL DE SAYAPULLO,LA LIBERTAD,DISTRITO,6514,0,"351,966",10.10,"35,500"
130905-301193: MUNICIPALIDAD DISTRITAL DE MARCABAL,LA LIBERTAD,DISTRITO,11381,"40,500","35,500",8.40,"2,970"
100504-300919: MUNICIPALIDAD DISTRITAL DE JACAS GRANDE,HUANUCO,DISTRITO,5906,"23,254","362,854",6.20,"22,380"
090307-300823: MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,HUANCAVELICA,DISTRITO,1405,"200,237","166,237",6.00,"10,000"
060901-300635: MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,CAJAMARCA,PROVINCIA,40171,0,"28,399",5.30,"1,502"
131007-301203: MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,LA LIBERTAD,DISTRITO,3049,"160,767","414,978",5.10,"21,180"
040606-300420: MUNICIPALIDAD DISTRITAL DE RIO GRANDE,AREQUIPA,DISTRITO,3451,0,"190,000",4.10,"7,788"
120117-301014: MUNICIPALIDAD DISTRITAL DE HUALHUAS,JUNIN,DISTRITO,6006,0,"242,284",4.10,"10,000"
090501-300842: MUNICIPALIDAD PROVINCIAL DE CHURCAMPA,HUANCAVELICA,PROVINCIA,5493,0,"307,683",3.30,"10,000"
020604-300128: MUNICIPALIDAD DISTRITAL DE ANTA,ANCASH,DISTRITO,2598,0,"348,247",2.30,"8,000"
040705-300427: MUNICIPALIDAD DISTRITAL DE MEJIA,AREQUIPA,DISTRITO,1240,0,"380,590",2.10,"8,000"
020511-300120: MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA,ANCASH,DISTRITO,444,0,"714,466",1.40,"10,000"
020513-300122: MUNICIPALIDAD DISTRITAL DE PACLLON,ANCASH,DISTRITO,874,0,"557,038",0.50,"3,000"
040304-300371: MUNICIPALIDAD DISTRITAL DE ATIQUIPA,AREQUIPA,DISTRITO,475,"50,000","655,003",0.40,"2,832"
020301-300102: MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN,ANCASH,PROVINCIA,13950,0,"16,580",0.00,0
021802-300225: MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU,ANCASH,DISTRITO,4816,"75,000","497,036",0.00,0
030105-300255: MUNICIPALIDAD DISTRITAL DE HUANIPACA,APURIMAC,DISTRITO,2778,"596,279","111,748",0.00,0
060812-300634: MUNICIPALIDAD DISTRITAL DE SANTA ROSA,CAJAMARCA,DISTRITO,10361,"100,000","100,000",0.00,0
061302-300667: MUNICIPALIDAD DISTRITAL DE ANDABAMBA,CAJAMARCA,DISTRITO,1311,0,"246,922",0.00,0
080108-300691: MUNICIPALIDAD DISTRITAL DE WANCHAQ,CUSCO ,DISTRITO,61364,"10,000",0,0.00,0
080405-300712: MUNICIPALIDAD DISTRITAL DE PISAC,CUSCO ,DISTRITO,11607,0,"1,240",0.00,0
090302-300818: MUNICIPALIDAD DISTRITAL DE ANCHONGA,HUANCAVELICA,DISTRITO,7805,"625,619","254,194",0.00,0
090715-300881: MUNICIPALIDAD DISTRITAL DE SALCAHUASI,HUANCAVELICA,DISTRITO,2734,0,"105,000",0.00,0
110206-300979: MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,ICA,DISTRITO,29052,0,"42,200",0.00,0
120905-301122: MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO,JUNIN,DISTRITO,10639,0,"20,000",0.00,0
130205-301144: MUNICIPALIDAD DISTRITAL DE PAIJAN,LA LIBERTAD,DISTRITO,28894,0,"29,000",0.00,0
130301-301148: MUNICIPALIDAD PROVINCIAL DE BOLIVAR,LA LIBERTAD,PROVINCIA,5031,"282,369","400,000",0.00,0
130809-301184: MUNICIPALIDAD DISTRITAL DE PATAZ,LA LIBERTAD,DISTRITO,10782,0,"18,756",0.00,0
140311-301248: MUNICIPALIDAD DISTRITAL DE SAN JOSE,LAMBAYEQUE,DISTRITO,17754,"123,901","43,401",0.00,0
150202-301295: MUNICIPALIDAD DISTRITAL DE PARAMONGA,LIMA,DISTRITO,21938,"1,422","1,422",0.00,0
150509-301319: MUNICIPALIDAD DISTRITAL DE MALA,LIMA,DISTRITO,33688,"300,000","22,279",0.00,0
150728-301366: MUNICIPALIDAD DISTRITAL DE SANTA EULALIA,LIMA,DISTRITO,13305,0,"5,000",0.00,0
150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA,LIMA,PROVINCIA,68599,"16,000",0,0.00,0
160402-301451: MUNICIPALIDAD DISTRITAL DE PEVAS,LORETO,DISTRITO,17501,0,"11,000",0.00,0
220203-301709: MUNICIPALIDAD DISTRITAL DE BAJO BIAVO,SAN MARTIN,DISTRITO,15041,0,"58,500",0.00,0
010507-300049: MUNICIPALIDAD DISTRITAL DE LONGUITA,AMAZONAS,DISTRITO,883,0,"19,500",46.20,"9,000"
220902-301760: MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU,SAN MARTIN,DISTRITO,915,0,"11,000",45.50,"5,000"
220703-301742: MUNICIPALIDAD DISTRITAL DE CASPISAPA,SAN MARTIN,DISTRITO,2186,0,"64,043",40.40,"25,892"
150722-301360: MUNICIPALIDAD DISTRITAL DE SAN MATEO,LIMA,DISTRITO,3918,0,"32,786",40.30,"13,216"
110502-300996: MUNICIPALIDAD DISTRITAL DE HUANCANO,ICA,DISTRITO,1452,0,"65,978",39.40,"26,000"
200506-301571: MUNICIPALIDAD DISTRITAL DE TAMARINDO,PIURA,DISTRITO,4923,0,"26,000",38.50,"10,000"
080507-300722: MUNICIPALIDAD DISTRITAL DE QUEHUE,CUSCO ,DISTRITO,2660,0,"73,222",38.20,"28,000"
101101-300953: MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,HUANUCO,PROVINCIA,4570,0,"55,000",36.40,"20,000"
180105-301485: MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL,MOQUEGUA,DISTRITO,1587,0,"30,000",36.10,"10,815"
190305-301526: MUNICIPALIDAD DISTRITAL DE POZUZO,PASCO,DISTRITO,3216,"11,594","7,500",34.70,"2,600"
020703-300138: MUNICIPALIDAD DISTRITAL DE YAUYA,ANCASH,DISTRITO,4180,"90,000","15,200",33.60,"5,100"
160705-301442: MUNICIPALIDAD DISTRITAL DE PASTAZA,LORETO,DISTRITO,6440,0,"30,000",30.00,"9,000"
010603-300068: MUNICIPALIDAD DISTRITAL DE COCHAMAL,AMAZONAS,DISTRITO,636,"123,840","154,815",29.10,"45,127"
060810-300632: MUNICIPALIDAD DISTRITAL DE SAN FELIPE,CAJAMARCA,DISTRITO,4740,0,"47,000",28.90,"13,598"
040120-300350: MUNICIPALIDAD DISTRITAL DE SANTA ISABEL DE SIGUAS,AREQUIPA,DISTRITO,650,"340,434","357,066",28.70,"102,541"
190207-301520: MUNICIPALIDAD DISTRITAL DE TAPUC,PASCO,DISTRITO,1925,0,"35,928",27.80,"10,000"
230106-301783: MUNICIPALIDAD DISTRITAL DE PACHIA,TACNA,DISTRITO,2277,0,"12,974",27.80,"3,605"
030711-300327: MUNICIPALIDAD DISTRITAL DE TURPAY,APURIMAC,DISTRITO,640,0,"431,859",27.00,"116,698"
050801-300508: MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,AYACUCHO,PROVINCIA,9909,0,"29,620",25.70,"7,620"
140119-301230: MUNICIPALIDAD DISTRITAL DE PUCALA,LAMBAYEQUE,DISTRITO,9022,0,"13,817",23.50,"3,250"
040502-300396: MUNICIPALIDAD DISTRITAL DE ACHOMA,AREQUIPA,DISTRITO,817,0,"287,241",21.60,"61,949"
051007-300535: MUNICIPALIDAD DISTRITAL DE COLCA,AYACUCHO,DISTRITO,1020,0,"32,810",20.60,"6,750"
050908-300525: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARCAY,AYACUCHO,DISTRITO,814,0,"325,540",20.40,"66,268"
120212-301042: MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO,JUNIN,DISTRITO,2555,0,"67,490",17.20,"11,631"
021910-300242: MUNICIPALIDAD DISTRITAL DE SICSIBAMBA,ANCASH,DISTRITO,1502,0,"41,701",14.70,"6,110"
080702-300733: MUNICIPALIDAD DISTRITAL DE CAPACMARCA,CUSCO ,DISTRITO,4119,0,"24,000",14.60,"3,500"
120402-301053: MUNICIPALIDAD DISTRITAL DE ACOLLA,JUNIN,DISTRITO,6093,"50,000","35,403",14.40,"5,100"
030303-300281: MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,APURIMAC,DISTRITO,2049,"450,000","35,000",14.30,"5,000"
211209-301693: MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,PUNO,DISTRITO,7480,"223,888","5,047",13.90,701
120605-301094: MUNICIPALIDAD DISTRITAL PAMPA HERMOSA,JUNIN,DISTRITO,3654,0,"40,712",11.10,"4,500"
021703-300216: MUNICIPALIDAD DISTRITAL DE COTAPARACO,ANCASH,DISTRITO,394,0,"135,526",9.40,"12,804"
021705-300218: MUNICIPALIDAD DISTRITAL DE LLACLLIN,ANCASH,DISTRITO,855,0,"152,777",8.80,"13,500"
060508-300604: MUNICIPALIDAD DISTRITAL DE YONAN,CAJAMARCA,DISTRITO,6993,0,"89,278",6.70,"6,000"
180208-301494: MUNICIPALIDAD DISTRITAL DE PUQUINA,MOQUEGUA,DISTRITO,2376,0,"17,991",6.60,"1,179"
120122-301018: MUNICIPALIDAD DISTRITAL DE INGENIO,JUNIN,DISTRITO,2448,0,"11,550",3.00,350
010515-300057: MUNICIPALIDAD DISTRITAL DE PROVIDENCIA,AMAZONAS,DISTRITO,1389,0,"1,563",0.00,0
020508-300117: MUNICIPALIDAD DISTRITAL DE HUALLANCA,ANCASH,DISTRITO,1110,0,"51,234",0.00,0
020106-300090: MUNICIPALIDAD DISTRITAL DE JANGAS,ANCASH,DISTRITO,5206,0,"44,000",0.00,0
021308-300188: MUNICIPALIDAD DISTRITAL DE MUSGA,ANCASH,DISTRITO,1036,"39,780","39,780",0.00,0
021806-300229: MUNICIPALIDAD DISTRITAL DE NEPEÑA,ANCASH,DISTRITO,14846,"2,785,070",0,0.00,0
030102-300252: MUNICIPALIDAD DISTRITAL DE CHACOCHE,APURIMAC,DISTRITO,1437,"5,000","15,878",0.00,0
030212-300271: MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,APURIMAC,DISTRITO,3000,0,"25,000",0.00,0
040405-300385: MUNICIPALIDAD DISTRITAL DE CHILCAYMARCA,AREQUIPA,DISTRITO,1034,"265,267","3,500",0.00,0
040504-300398: MUNICIPALIDAD DISTRITAL DE CALLALLI,AREQUIPA,DISTRITO,1357,0,"29,900",0.00,0
040509-300403: MUNICIPALIDAD DISTRITAL DE ICHUPAMPA,AREQUIPA,DISTRITO,572,0,"271,900",0.00,0
040703-300425: MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA,AREQUIPA,DISTRITO,7129,0,"33,372",0.00,0
050606-300484: MUNICIPALIDAD DISTRITAL DE CHIPAO,AYACUCHO,DISTRITO,2443,"8,000","8,000",0.00,0
